category,商品名称,平均评分,评价次数,images,ssid,型号,上市时间_年,零售价_元,重量_kg,品牌,颜色,镜头焦距_mm,外形尺寸_cm,对焦马达,光圈叶片_片,防尘防雨,最近对焦距离_cm,最大放大倍率_倍,镜头类型,镜头卡口,画幅,最大光圈_F,最小光圈_F
镜头,索尼 E 15mm F1.4 G 定焦镜头,4.8,55,"[{'thumb': 'https://m.media-amazon.com/images/I/31RhhDpr8tL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31RhhDpr8tL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81mxlryzJ0L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31j2TSIi7zL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31j2TSIi7zL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71QqpBqLiIL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31HitYLP4zL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31HitYLP4zL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71EcBn4n2RL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31XzmFCk+YL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31XzmFCk+YL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/719ilwRPGML._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/315DuCCXVeL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/315DuCCXVeL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71LJ77mWMGL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/310L2f0RcJL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/310L2f0RcJL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/812ZWQld6SL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21yqomipfML._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21yqomipfML._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/71pKiSnwl7L._AC_SL1500_.jpg'}]",B0CFM1324R,Sony E 15mm F1.4 G APS-C Large-Aperture Wide-Angle G Lens,2022,4999,0.36,索尼,黑色,15,6.6x6.6x6.9,线性马达（LM）,7,True,20,0.15,定焦镜头,索尼E卡口,APS-C,1.4,16.0
镜头,尼康 Z 20mm f/1.8 S 定焦镜头,4.9,115,"[{'thumb': 'https://m.media-amazon.com/images/I/41RRNcVvXtL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41RRNcVvXtL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81TCJkVXhGL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/312m4fIQ-vL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/312m4fIQ-vL._AC_.jpg', 'variant': 'SIDE', 'hi_res': 'https://m.media-amazon.com/images/I/8130pPCC1zL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31SbOw6fvGL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31SbOw6fvGL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61eUFnWVWZL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31NgeAeErmL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31NgeAeErmL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61SFpiZudsL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/71iuahpT8JL._AC_SL1500_.jpg'}]",B084QPDT1H,NIKKOR Z 20mm f/1.8 S,2020,6980,0.5,尼康,黑色,20,10.9x8.4x8.4,步进马达（STM）,9,True,20,0.19,定焦镜头,尼康Z卡口,全画幅,1.8,16.0
镜头,尼康 Z 24mm f/1.8 S 定焦镜头,4.8,54,"[{'thumb': 'https://m.media-amazon.com/images/I/31kYGuocLkL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31kYGuocLkL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81+k3Ms4xRL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Hfl8FSS0L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Hfl8FSS0L._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/91AwvMedvKL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41XWOwkaJKL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41XWOwkaJKL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61GQ9Sw8EXL._AC_SL1455_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41aYXFeRT0L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41aYXFeRT0L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81nQmauemtL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/71iuahpT8JL._AC_SL1500_.jpg'}]",B07W86M8FG,NIKKOR Z 24mm f/1.8 S,2019,6999,0.44,尼康,黑色,24,7.8x9.6x9.6,步进马达（STM）,9,True,25,0.15,定焦镜头,尼康Z卡口,全画幅,1.8,16.0
镜头,尼康 Z 50mm f/1.2 S 定焦镜头,4.9,37,"[{'thumb': 'https://m.media-amazon.com/images/I/41BiH9M9YZL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41BiH9M9YZL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81bMkFwVghL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Irc+1GREL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Irc+1GREL._AC_.jpg', 'variant': 'FRNT', 'hi_res': 'https://m.media-amazon.com/images/I/81Ckp9C8WTL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/411eiXVg-EL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/411eiXVg-EL._AC_.jpg', 'variant': 'SIDE', 'hi_res': 'https://m.media-amazon.com/images/I/81fdatArMKL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31RDKG+VqGL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31RDKG+VqGL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71icy-0b0HL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41YO+lnxMML._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41YO+lnxMML._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81UKsGzi4dL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/71iuahpT8JL._AC_SL1500_.jpg'}]",B08J7FDF6G,NIKKOR Z 50mm f/1.2 S,2020,16999,1.09,尼康,黑色,50,8.9x8.9x15,步进马达（STM）,9,True,45,0.15,定焦镜头,尼康Z卡口,全画幅,1.2,16.0
镜头,尼康 Z 50mm f/1.8 S 定焦镜头,4.8,567,"[{'thumb': 'https://m.media-amazon.com/images/I/31ZfvOiQ3PL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31ZfvOiQ3PL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61u8mYpACQL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/413fYjn67WL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/413fYjn67WL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71oSc8mYzpL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31NKo6APTLL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31NKo6APTLL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/813Vo8R-FIL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/312--6D0EEL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/312--6D0EEL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/814gtOVGn1L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/71iuahpT8JL._AC_SL1500_.jpg'}]",B07GQ6FR5F,NIKKOR Z 50mm f/1.8 S,2018,4999,0.41,尼康,黑色,50,8.6x7.3x7.3,步进马达（STM）,9,True,40,0.15,定焦镜头,尼康Z卡口,全画幅,1.8,16.0
镜头,尼康 Z 85mm f/1.8 S 定焦镜头,4.9,498,"[{'thumb': 'https://m.media-amazon.com/images/I/31cDV3gHwrL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31cDV3gHwrL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81eT7KnrXYL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/419VJUwxPyL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/419VJUwxPyL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61WH+nPBQmL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31KqQ+cIP3L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31KqQ+cIP3L._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/815IxmxWc0L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/316EV+Y5inL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/316EV+Y5inL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81zB-FPp8cL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31jz3VlxbQL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31jz3VlxbQL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71ROv3wGNLL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31R7miC76FL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31R7miC76FL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/81r5easvGuL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/71iuahpT8JL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51Ee0wyWg1L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Ee0wyWg1L._AC_.jpg', 'variant': 'AW02', 'hi_res': 'https://m.media-amazon.com/images/I/81IKE1IhzRL._AC_SL1500_.jpg'}]",B07VQWGNHR,NIKKOR Z 85mm f/1.8 S,2019,4999,0.47,尼康,黑色,85,7.5x7.5x9.3,步进马达（STM）,9,True,80,0.12,定焦镜头,尼康Z卡口,全画幅,1.8,16.0
镜头,尼康 Z 24-70mm f/2.8 S,4.9,534,"[{'thumb': 'https://m.media-amazon.com/images/I/41GN5GTTOXL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41GN5GTTOXL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81BnImYdCdL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/4141knPnjoL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/4141knPnjoL._AC_.jpg', 'variant': 'SIDE', 'hi_res': 'https://m.media-amazon.com/images/I/8115nRXD0lL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Bzx8zv+ZL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Bzx8zv+ZL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71wGxRFJiIL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41v75LrmcbL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41v75LrmcbL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71lLV6HZ+cL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41mei9k-sDL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41mei9k-sDL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/811gMWgH+SL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51C1-apY1OL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51C1-apY1OL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/818VvdacpXL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41CLka6bt5L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41CLka6bt5L._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/81uiX6QdzeL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41HHb+uZ+gL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41HHb+uZ+gL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/71cfaSXikmL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41+rwTzQ7PL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41+rwTzQ7PL._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/81kazoBIsdL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41gEdTxajVL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41gEdTxajVL._AC_.jpg', 'variant': 'PT08', 'hi_res': 'https://m.media-amazon.com/images/I/81Fj+vWKwCL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41SKG60BuIL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41SKG60BuIL._AC_.jpg', 'variant': 'PT09', 'hi_res': 'https://m.media-amazon.com/images/I/71WmC3bGEmL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41I5nxjcnVL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41I5nxjcnVL._AC_.jpg', 'variant': 'PT10', 'hi_res': 'https://m.media-amazon.com/images/I/81D-d8FlNNL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/412tWJlB86L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/412tWJlB86L._AC_.jpg', 'variant': 'PT11', 'hi_res': 'https://m.media-amazon.com/images/I/81f587SFGAL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41jyalVrPZL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41jyalVrPZL._AC_.jpg', 'variant': 'PT12', 'hi_res': 'https://m.media-amazon.com/images/I/711eiqvjLFL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/4162KkijK-L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/4162KkijK-L._AC_.jpg', 'variant': 'PT13', 'hi_res': 'https://m.media-amazon.com/images/I/81jAAGMEqFL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41KOtM64mxL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41KOtM64mxL._AC_.jpg', 'variant': 'PT14', 'hi_res': 'https://m.media-amazon.com/images/I/81-3yJOOiAL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41XN0HvUPEL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41XN0HvUPEL._AC_.jpg', 'variant': 'PT15', 'hi_res': 'https://m.media-amazon.com/images/I/81Nt6zr+-dL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/71iuahpT8JL._AC_SL1500_.jpg'}]",B08Y9Y69JB,NIKKOR Z 24-70mm f/2.8 S,2019,15999,0.8,尼康,黑色,24-70,8.9x12.6x8.9,步进马达（STM）,9,True,38,0.22,变焦镜头,尼康Z卡口,全画幅,2.8,22.0
镜头,尼康 Z 24-50mm f/4-6.3,4.1,33,"[{'thumb': 'https://m.media-amazon.com/images/I/312Db-XB+sL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/312Db-XB+sL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71opH56hmOL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31XU2Z96XfL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31XU2Z96XfL._AC_.jpg', 'variant': 'FRNT', 'hi_res': 'https://m.media-amazon.com/images/I/71uNYx2tZJL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41F38XlJDEL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41F38XlJDEL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81kkVo7vUvL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41dydbXwZOL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41dydbXwZOL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81aP21oVIsL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/417k69KKvBL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/417k69KKvBL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81QT-OJNmJL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41xMVSAQFbL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41xMVSAQFbL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/81NHyS3qUFL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/419pb6cE8wL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/419pb6cE8wL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/8187tg5Aq3L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51Y4ugSboxL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Y4ugSboxL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/91RGL9ldrzL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41jXq7RnB0L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41jXq7RnB0L._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/81Zr1gTbrUL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41q+ueTjovL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41q+ueTjovL._AC_.jpg', 'variant': 'PT08', 'hi_res': 'https://m.media-amazon.com/images/I/81eHLje5tFL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41dHYXBjBaL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41dHYXBjBaL._AC_.jpg', 'variant': 'PT09', 'hi_res': 'https://m.media-amazon.com/images/I/71qlBbnVZjL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/71iuahpT8JL._AC_SL1500_.jpg'}]",B08D8QK5LP,NIKKOR Z 24-50mm f/4-6.3,2020,4999,0.2,尼康,黑色,24-50,7.4x7.4x5.1,步进马达（STM）,7,False,35,0.17,变焦镜头,尼康Z卡口,全画幅,4.0,6.3
镜头,尼康 Z 24-200mm f/4-6.3 VR,4.6,280,"[{'thumb': 'https://m.media-amazon.com/images/I/3196p94mdlL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/3196p94mdlL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81-Xg9YfatL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/4106-+EiBML._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/4106-+EiBML._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71Nst2vnXcL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41tX1srNY6L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41tX1srNY6L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81m8pAg9xGL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/519h5m44FoL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/519h5m44FoL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/815dyc34yNL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41GRQCmTDyL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41GRQCmTDyL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/816HiORDYWL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41OXcBe9hpL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41OXcBe9hpL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/71WroaAx4DL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51EkcerKSuL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51EkcerKSuL._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/71mfUTlhCEL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41PPszDYMSL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41PPszDYMSL._AC_.jpg', 'variant': 'PT08', 'hi_res': 'https://m.media-amazon.com/images/I/711y2RTiq0L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/514bXEIcZZL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/514bXEIcZZL._AC_.jpg', 'variant': 'PT09', 'hi_res': 'https://m.media-amazon.com/images/I/81nXs96cwRL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/4114rNTtiJL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/4114rNTtiJL._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/71pmSMr502L._AC_SL1500_.jpg'}]",B08Y9Y945K,NIKKOR Z 24-200mm f/4-6.3 VR,2020,6999,0.57,尼康,黑色,24-200,11.4x7.6x7.6,步进马达（STM）,7,True,50,0.28,变焦镜头,尼康Z卡口,全画幅,4.0,36.0
镜头,尼康 Z DX 50-250mm f/4.5-6.3 VR,4.7,278,"[{'thumb': 'https://m.media-amazon.com/images/I/41pfX1ye9JL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41pfX1ye9JL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81vIm-weRrL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41fWT4HjxyL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41fWT4HjxyL._AC_.jpg', 'variant': 'SIDE', 'hi_res': 'https://m.media-amazon.com/images/I/81EdF19OJIL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41qFBnHx77L._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/71iuahpT8JL._AC_SL1500_.jpg'}]",B07YX9KYQZ,NIKKOR Z DX 50-250mm f/4.5-6.3 VR,2019,2999,0.4,尼康,黑色,50-250,11.1x7.4x7.4,步进马达（STM）,7,False,50,0.23,变焦镜头,尼康Z卡口,DX 格式,4.5,22.0
